관리번호,사업장명,인허가일자,소재지도로명주소,소재지지번주소,소재지우편번호,위도,경도,통합영업상태명,영업상태명,소재지시설전화번호,소재지면적정보,X좌표값,Y좌표값,영업장주변구분명,급수시설구분명,다중이용업소여부,시설총규모정보,카테고리
3760000-101-2001-00323,호매실굽네치킨,20010712,"경기도 수원시 권선구 서수원로523번길 30-35, 1층 (금곡동)",경기도 수원시 권선구 금곡동 1133-1 1층,16393.0,37.2719289548,126.9573226377,영업/정상,영업,031-292-8294,116.41,196145.629648419,418886.065044489,기타,상수도전용,N,116.41,치킨
3760000-101-2010-00070,호세야오리바베큐,20100325,경기도 수원시 권선구 권광로92번길 42 (권선동),경기도 수원시 권선구 권선동 1040,16561.0,37.2573161814,127.030874412,영업/정상,영업,,33.20,202666.883535546,417265.225777483,주택가주변,상수도전용,N,33.2,치킨
5610000-101-2014-00059,호식당,20140318,"경기도 수원시 영통구 영일로 16-10, 1층 일부호 (영통동)",경기도 수원시 영통구 영통동 1016-4,16705.0,37.2488622881,127.0766386764,영업/정상,영업,,29.10,206728.125068091,416329.815749922,,상수도전용,N,29.1,치킨
3760000-101-2015-00286,호식이두마리(호매실점),20151030,"경기도 수원시 권선구 노림로16번길 12, 1층 (호매실동)",경기도 수원시 권선구 호매실동 406-4 1층,16400.0,37.2671683683,126.95508984,영업/정상,영업,031-292-7292,35.64,195944.901552544,418358.524114868,기타,상수도전용,N,35.64,치킨
3750000-101-2012-00148,호식이두마리치킨,20121128,"경기도 수원시 장안구 덕영대로511번길 29-2, 1층 (천천동)",경기도 수원시 장안구 천천동 507-9,16325.0,37.2991637419,126.9802688819,영업/정상,영업,031-269-8845,50.22,198179.354260998,421907.963195385,,,N,50.22,치킨
5610000-101-2010-00044,호식이두마리치킨,20100311,"경기도 수원시 영통구 덕영대로1673번길 8-1, 102호 (영통동)",경기도 수원시 영통구 영통동 990-12,16702.0,37.2480158797,127.0743770116,영업/정상,영업,031-202-9248,31.68,206528.391901498,416236.184033728,,상수도전용,N,31.68,치킨
3760000-101-2012-00266,호식이두마리치킨 구운탑동점,20121211,"경기도 수원시 권선구 상탑로 24, 2층 201호 (탑동)",경기도 수원시 권선구 탑동 839-2 201호,16606.0,37.2707778928,126.9738997025,영업/정상,영업,031-296-9992,56.16,197614.697956283,418758.736981495,아파트지역,상수도전용,N,56.16,치킨
5610000-101-2010-00059,호식이두마리치킨 매탄1호점,20100401,경기도 수원시 영통구 중부대로256번길 34 (매탄동),경기도 수원시 영통구 매탄동 153-101,16531.0,37.2732463647,127.0430475359,영업/정상,영업,031-215-9645,31.92,203745.238796463,419032.234612918,,,N,31.92,치킨
3760000-101-2025-00155,호식이두마리치킨 입북점,20250617,"경기도 수원시 권선구 입북로 41, 101호 (입북동)",경기도 수원시 권선구 입북동 251-12,16367.0,37.2953194574,126.9591742428,영업/정상,영업,,75.60,196309.463357399,421486.036385064,,,N,75.6,치킨
5610000-101-2014-00325,호식이두마리치킨(신영통점),20141223,"경기도 수원시 영통구 태장로54번길 92, 105호 (망포동, 진성프라자)",경기도 수원시 영통구 망포동 649-38 진성프라자 105호,16686.0,37.2349700407,127.0516888156,영업/정상,영업,031-273-9008,38.00,204507.873050948,414784.991105615,,,N,38.0,치킨
3770000-101-2002-50487,호식이두마리치킨(화서점),20021121,경기도 수원시 팔달구 화양로 24 (화서동),경기도 수원시 팔달구 화서동 125-8,16439.0,37.280472083,126.9977016103,영업/정상,영업,031-248-3353,42.56,199724.239720209,419836.489192666,,,N,42.56,치킨
3750000-101-2011-00101,호식이두마리치킨정자1호점,20110726,경기도 수원시 장안구 대평로162번길 19 (정자동),경기도 수원시 장안구 정자동 493,16339.0,37.3023264637,126.9903685853,영업/정상,영업,031-268-9911,24.48,199079.265527712,422261.76228226,,,N,24.48,치킨
3750000-101-1981-00019,호야치킨,19810826,경기도 수원시 장안구 정조로934번길 22 (영화동),경기도 수원시 장안구 영화동 275-1,16269.0,37.2913476077,127.0139544528,영업/정상,영업,031-248-9980,14.25,201165.844612397,421041.329364129,기타,상수도전용,N,14.25,치킨
3770000-101-1998-00067,호우양꼬치,19981216,"경기도 수원시 팔달구 인계로138번길 36, 110호 (인계동)","경기도 수원시 팔달구 인계동 1040-4 외2필지(1040-5,1040-11)(110호)",16489.0,37.2655583457,127.031736824,영업/정상,영업,031-235-4666,116.07,202745.349374228,418177.581594638,,,N,116.07,치킨
5610000-101-2019-00376,호치킨 광교중흥어뮤즈점,20191118,"경기도 수원시 영통구 광교호수공원로 277, B1층 20,21호 (원천동, 광교중흥에스클래스)",경기도 수원시 영통구 원천동 589 광교중흥에스클래스,16517.0,37.2835532241,127.0559244312,영업/정상,영업,,102.39,205026.079641798,420062.878231009,,,Y,102.39,치킨
3750000-101-2020-00075,호프데이,20200529,"경기도 수원시 장안구 팔달로259번길 17, 1층 우측호 (영화동)",경기도 수원시 장안구 영화동 332-2 우측호,16270.0,37.2895217457,127.0127252015,영업/정상,영업,,34.92,201057.812133913,420836.692556956,,상수도전용,N,34.92,치킨
5610000-101-2016-00263,호호분식,20161007,"경기도 수원시 영통구 매영로56번길 2, 1층 (매탄동)",경기도 수원시 영통구 매탄동 200-15,16540.0,37.2686617647,127.0486581929,영업/정상,영업,031-308-5922,42.09,204242.888943676,418523.136938921,,,N,42.09,치킨
3770000-101-2021-00011,홀덤피자치킨,20210112,"경기도 수원시 팔달구 중부대로 13, 2층 (영동)",경기도 수원시 팔달구 영동 42-8,16262.0,37.2754561302,127.0183767646,영업/정상,영업,,89.58,201557.705545308,419276.62870138,,상수도전용,N,89.58,치킨
3770000-101-2008-00117,홀릭(Holic),20080527,"경기도 수원시 팔달구 효원로265번길 46, 5층 (인계동)",경기도 수원시 팔달구 인계동 1113-7,16490.0,37.2641165513,127.0318472532,영업/정상,영업,,199.50,202752.055275267,418019.307220076,,,Y,199.5,치킨
3760000-101-2016-00266,홍닭,20161122,"경기도 수원시 권선구 서수원로523번길 8-13, 1층 (금곡동)",경기도 수원시 권선구 금곡동 1130-4,16393.0,37.2727988071,126.9583089694,영업/정상,영업,,48.48,196233.258393024,418981.964815509,,,N,48.48,치킨
5610000-101-2007-00206,홍라드5호점,20071224,경기도 수원시 영통구 반달로 108 (영통동),경기도 수원시 영통구 영통동 1037-9 (2층),16705.0,37.2529562058,127.0770781004,영업/정상,영업,031-203-3020,153.16,206768.609553252,416784.601217988,,,Y,153.16,치킨
3750000-101-2021-00074,홍성마라미방,20210504,"경기도 수원시 장안구 율전로108번길 10-8, 1층 (율전동)",경기도 수원시 장안구 율전동 298-17,16360.0,37.2985937017,126.9696215347,영업/정상,영업,,74.00,197233.544407736,421844.046951304,,,N,74.0,치킨
3770000-101-2023-00283,화락바베큐 수원인계점,20230816,"경기도 수원시 팔달구 중부대로170번길 17, 상가동 지1층 105호 (인계동, 수원 인계 푸르지오)",경기도 수원시 팔달구 인계동 1169 수원 인계 푸르지오,16485.0,37.2768682156,127.0356485822,영업/정상,영업,,33.25,203071.348824648,419440.524217415,,상수도전용,N,33.25,치킨
3760000-101-2023-00327,화락바베큐치킨 권선아이파크시티점,20230901,"경기도 수원시 권선구 동수원로177번길 40, 146호 일부호 (권선동, 수원아이파크시티8단지)",경기도 수원시 권선구 권선동 1364 수원아이파크시티8단지,16663.0,37.246899359,127.0294393616,영업/정상,영업,,33.55,202599.794401948,416089.125805678,,,N,33.55,치킨
3750000-101-2022-00047,화락바베큐치킨 정자점,20220325,"경기도 수원시 장안구 파장로 71-3, 1층 (정자동)",경기도 수원시 장안구 정자동 429-33,16337.0,37.3057804236,126.9928503699,영업/정상,영업,031-258-8009,31.70,199295.180154318,422644.052222045,,상수도전용,N,31.7,치킨
3760000-101-2023-00376,화락바베큐치킨 호매실점,20231013,"경기도 수원시 권선구 매실로 57, 107호 (호매실동)",경기도 수원시 권선구 호매실동 392-9,16395.0,37.2681422033,126.9571242435,영업/정상,영업,,25.78,196117.934022254,418469.673784615,주택가주변,상수도전용,N,25.78,치킨
5610000-101-1999-00400,화랑주점,19990313,경기도 수원시 영통구 매봉로35번길 50 (매탄동),경기도 수원시 영통구 매탄동 111-10,16525.0,37.2719845728,127.0501497689,영업/정상,영업,031-214-9684,20.80,204376.599081971,418894.48289562,,,N,20.8,치킨
3750000-101-2024-00145,화로상회 수원파장점,20240527,"경기도 수원시 장안구 파장로 88, 1층 (파장동)",경기도 수원시 장안구 파장동 572-40,16349.0,37.3069562683,126.9916914658,영업/정상,영업,,149.93,199191.515024136,422776.056737649,,상수도전용,N,149.93,치킨
3770000-101-2001-50445,화서가마솥진미통닭,20011112,"경기도 수원시 팔달구 화양로56번길 3, 1층 (화서동)",경기도 수원시 팔달구 화서동 272-8,16434.0,37.2831791523,126.9962622341,영업/정상,영업,031-258-0900,89.85,199596.807235687,420136.232701107,주택가주변,상수도전용,N,89.85,치킨
3770000-101-2001-50058,화서닭발집,20011109,경기도 수원시 팔달구 팔달로127번길 26 (화서동),경기도 수원시 팔달구 화서동 71-31,16439.0,37.2803316467,127.0028689712,영업/정상,영업,031-255-2992,29.88,200183.443752286,419819.334419218,기타,상수도전용,N,29.88,치킨
3770000-101-2022-00314,화성통닭,20221004,"경기도 수원시 팔달구 창룡대로8번길 34, 1층 (팔달로1가)",경기도 수원시 팔달구 팔달로1가 9-1,16257.0,37.2802481042,127.0175340428,영업/정상,영업,,210.73,201483.953791467,419807.945019589,,상수도전용,N,210.73,치킨
3760000-101-2002-00586,화통치킨,20021217,"경기도 수원시 권선구 금호로15번길 15 (금곡동,,신미주상가115호)","경기도 수원시 권선구 금곡동 262-10 ,신미주상가115호",16398.0,37.2691868607,126.9530000089,영업/정상,영업,031-295-4613,21.00,195755.705500037,418629.98728721,아파트지역,상수도전용,N,21.0,치킨
3760000-101-2006-00080,화홍닭발,20060524,경기도 수원시 권선구 정조로398번길 22 (세류동),경기도 수원시 권선구 세류동 1158-43,16660.0,37.2451402082,127.0156720397,영업/정상,영업,,39.18,201316.966293208,415913.713824508,,상수도전용,N,39.18,치킨
3770000-101-2016-00060,화홍통닭,20160408,경기도 수원시 팔달구 수원천로 355 (북수동),경기도 수원시 팔달구 북수동 272,16253.0,37.2851153985,127.0174804083,영업/정상,영업,,38.34,201477.894820647,420348.82108791,,상수도전용,N,38.34,치킨
3760000-101-2015-00164,황금뎅,20150709,"경기도 수원시 권선구 권광로56번길 16, 1층 (권선동)",경기도 수원시 권선구 권선동 1259-2 1층,16556.0,37.2526678415,127.0293245536,영업/정상,영업,031-233-8812,41.99,202528.052521494,416747.656166928,기타,상수도전용,N,41.99,치킨
3750000-101-1994-00067,효성치킨닭강정,19940826,경기도 수원시 장안구 만석로 175 (송죽동),경기도 수원시 장안구 송죽동 272-74,16301.0,37.3026511816,126.9988630504,영업/정상,영업,031-256-2399,50.05,199828.391103735,422296.843332989,,상수도전용,N,50.05,치킨
3770000-101-2001-50020,효원포차,20010825,경기도 수원시 팔달구 정조로 869-1 (신풍동),경기도 수원시 팔달구 신풍동 1,16252.0,37.2856565682,127.0153560851,영업/정상,영업,031-264-2401,43.21,201290.604768326,420408.558481234,기타,상수도전용,N,43.21,치킨
3760000-101-2024-00331,효자오리바베큐 수원구운점,20241106,"경기도 수원시 권선구 구운로14번길 13, 1층 102호 (구운동)",경기도 수원시 권선구 구운동 500-8,16409.0,37.2774406565,126.9762672477,영업/정상,영업,,36.30,197821.665,419499.875,,,N,36.3,치킨
5610000-101-2019-00262,후라이드 참 잘하는집,20190816,"경기도 수원시 영통구 봉영로1770번길 21, 상가동 1층 127호 (영통동, 신명.한국아파트)",경기도 수원시 영통구 영통동 1054-3 신명.한국아파트,16713.0,37.2684403013,127.0841760272,영업/정상,영업,,29.06,207380.415858229,418468.344740308,,,N,29.06,치킨
3760000-101-2022-00278,후라이드참잘하는집,20221027,"경기도 수원시 권선구 호매실로218번길 126, 현대프라자 108호 (호매실동)",경기도 수원시 권선구 호매실동 1375 108호,16402.0,37.2660862325,126.9608946651,영업/정상,영업,031-292-3420,33.21,196462.589125915,418238.35489919,,상수도전용,N,33.21,치킨
5610000-101-2017-00292,후라이드참잘하는집,20171109,"경기도 수원시 영통구 영통로90번길 20-11, 1층 103호 (망포동)",경기도 수원시 영통구 망포동 485-5 103호,16692.0,37.2382922031,127.060237508,영업/정상,영업,,46.08,205279.009912591,415160.009165685,,,N,46.08,치킨
3750000-101-2017-00164,후라이드참잘하는집 수원정자점,20171106,경기도 수원시 장안구 송정로24번길 25 (정자동),경기도 수원시 장안구 정자동 27-5,16312.0,37.295483058,127.0005014631,영업/정상,영업,031-241-9290,31.29,199973.812175017,421499.940130831,,,N,31.29,치킨
3760000-101-2002-00111,후라이드참잘하는집(권선세류점),20020312,"경기도 수원시 권선구 세권로181번길 30-24, 1층 (권선동)",경기도 수원시 권선구 권선동 1052-3 1층,16566.0,37.256512359,127.0259514049,영업/정상,영업,031-222-4589,19.47,202227.178283671,417176.30864261,주택가주변,상수도전용,N,19.47,치킨
3770000-101-2018-00246,후라이드참잘하는집우만점,20181011,"경기도 수원시 팔달구 권광로 373, 상가동 107호 (우만동, 월드메르디앙 아파트)",경기도 수원시 팔달구 우만동 600 월드메르디앙 아파트,16493.0,37.2805682557,127.0367538979,영업/정상,영업,,30.60,202988.357897578,419845.342875359,,상수도전용,N,30.6,치킨
5610000-101-2023-00403,후라이드킹(FRIEDKING),20231101,"경기도 수원시 영통구 에듀타운로106번길 46, 광교 더로프트 1층 118호 (이의동)",경기도 수원시 영통구 이의동 1349 광교 더로프트 118호,16509.0,37.2905051671,127.0469933981,영업/정상,영업,,46.62,204097.98089191,420949.16850474,,,N,46.62,치킨
3760000-101-2011-00032,후포리밥상,20110308,"경기도 수원시 권선구 탑동로12번길 8 (탑동,1층)",경기도 수원시 권선구 탑동 846-1 1층,16607.0,37.2700462807,126.9755966224,영업/정상,영업,,55.81,197763.15432652,418676.979527985,주택가주변,상수도전용,N,55.81,치킨
5610000-101-1991-00141,훌랄라 참숯 치킨 매탄2동점,19911217,"경기도 수원시 영통구 동수원로514번길 15, 1층 (매탄동)",경기도 수원시 영통구 매탄동 130-10,16525.0,37.272244107,127.0472945811,영업/정상,영업,031-213-5622,28.68,204122.255016807,418923.315004671,,,N,28.68,치킨
3750000-101-1987-00057,훌랄라바베큐치킨,19871023,경기도 수원시 장안구 팔달로271번길 11 (영화동),경기도 수원시 장안구 영화동 283-5,16269.0,37.2899869154,127.0140534608,영업/정상,영업,031-256-8292,31.72,201174.958549748,420889.896868781,기타,상수도전용,N,31.72,치킨
3750000-101-2008-00118,훌랄라바베큐치킨,20080728,경기도 수원시 장안구 수성로261번길 72 (정자동),경기도 수원시 장안구 정자동 42-43,16314.0,37.2928623793,126.9989279888,영업/정상,영업,031-244-7707,62.94,199835.702480969,421208.636501149,,상수도전용,N,62.94,치킨
3760000-101-1996-00058,훌랄라바베큐치킨,19961031,경기도 수원시 권선구 경수대로235번길 78-1 (세류동),경기도 수원시 권선구 세류동 1139-8,16657.0,37.2496740672,127.0134329562,영업/정상,영업,031-231-0092,16.53,201121.2382911,416418.856803714,주택가주변,상수도전용,N,16.53,치킨
3770000-101-2005-00148,훌랄라바베큐치킨,20050630,"경기도 수원시 팔달구 권선로 477 (매산로2가,외1필지 대한대우아파트A후문상가동)",경기도 수원시 팔달구 매산로2가 90 외1필지 대한대우아파트A후문상가동,,,,영업/정상,영업,031-224-7734,54.27,200328.385597692,418194.596055811,,상수도전용,N,54.27,치킨
3770000-101-2006-00190,훌랄라숯불바베큐,20060830,"경기도 수원시 팔달구 덕영대로697번길 17 (화서동,외1필지 109호)",경기도 수원시 팔달구 화서동 644-5 외1필지 109호,16435.0,37.2849411717,126.9909483747,영업/정상,영업,,36.63,199137.970878159,420336.245742227,,,N,36.63,치킨
3760000-101-2000-00479,훌랄라숯불바베큐 구운점,20001103,경기도 수원시 권선구 일월천로 14 (구운동),경기도 수원시 권선구 구운동 907-1,16413.0,37.2834026713,126.9730672947,영업/정상,영업,031-292-3355,79.95,197543.40414768,420163.772160002,주택가주변,상수도전용,N,79.95,치킨
3760000-101-2008-00068,훌랄라숯불바베큐치킨,20080411,경기도 수원시 권선구 탑동로 27 (탑동),경기도 수원시 권선구 탑동 809-3,16603.0,37.2713303296,126.9744823693,영업/정상,영업,031-293-1076,98.00,197665.042387456,418820.280920121,,상수도전용,N,98.0,치킨
3750000-101-2007-00226,훌랄라참숯바베큐치킨,20071108,경기도 수원시 장안구 경수대로994번길 23 (송죽동),경기도 수원시 장안구 송죽동 196-3,16298.0,37.3065381888,127.0036218088,영업/정상,영업,031-241-5046,78.60,200242.986710331,422729.479849784,,상수도전용,N,78.6,치킨
5610000-101-2012-00079,훌랄라참숯치킨 매탄3동점,20120611,"경기도 수원시 영통구 권선로803번길 36, 1층 103호 (매탄동)",경기도 수원시 영통구 매탄동 1166 103호,16546.0,37.2570271751,127.0399203174,영업/정상,영업,031-225-9400,45.78,203472.850181517,417233.179215173,,,N,45.78,치킨
3770000-101-2025-00350,훌랄라참숯치킨 수원센트럴아이파크자이점,20251218,"경기도 수원시 팔달구 인계로 21, 근린생활시설 1동 1층 103호 (인계동)",경기도 수원시 팔달구 인계동 1173,16475.0,37.271758209,127.0222803453,영업/정상,영업,,.00,,,,상수도전용,N,0.0,치킨
3770000-101-2012-00120,훌랄라참숯치킨 수원우만점,20120611,경기도 수원시 팔달구 경수대로656번길 55-21 (우만동),경기도 수원시 팔달구 우만동 504,16237.0,37.2860506442,127.030380214,영업/정상,영업,031-258-7797,30.60,202623.076833651,420452.1263106,,,N,30.6,치킨
3750000-101-2003-00431,훌랄라치킨,20031201,경기도 수원시 장안구 파장로 40 (파장동),경기도 수원시 장안구 파장동 599-24,16351.0,37.3054525566,126.9962829561,영업/정상,영업,031-246-3278,75.60,199600.647616656,422608.801672937,주택가주변,상수도전용,N,75.6,치킨
3770000-101-2005-00179,훌랄라치킨카페 인계1점,20050816,"경기도 수원시 팔달구 인계로166번길 48-21 (인계동,인계샤르망오피스텔 210호)",경기도 수원시 팔달구 인계동 1119 인계샤르망오피스텔 210호,16488.0,37.264600556,127.033434466,영업/정상,영업,,108.75,202894.138462443,418072.851197811,,,Y,108.75,치킨
5610000-101-2019-00451,훌리치킨,20190603,"경기도 수원시 영통구 아주로 8, 1층 (원천동)",경기도 수원시 영통구 원천동 27-10,16502.0,37.2755133319,127.0442069233,영업/정상,영업,,45.12,203849.947301204,419284.861618253,,상수도전용,N,45.12,치킨
5610000-101-2021-00098,훌리치킨 광교점,20210316,"경기도 수원시 영통구 법조로149번길 136, 1층 일부호 (하동)",경기도 수원시 영통구 하동 973-2,16512.0,37.292436531,127.0693657859,영업/정상,영업,,49.14,206081.919610225,421162.651821061,,상수도전용,N,49.14,치킨
3760000-101-2008-00202,훌리치킨(고색점),20081120,경기도 수원시 권선구 매송고색로 682 (고색동),경기도 수원시 권선구 고색동 387-7,16650.0,37.250141082,126.97912865,영업/정상,영업,031-291-7778,36.31,198076.436949329,416467.834893156,,,N,36.31,치킨
5610000-101-2025-00274,훌리치킨(원천점),20250821,"경기도 수원시 영통구 중부대로448번길 83, 1층 101호 (원천동)",경기도 수원시 영통구 원천동 468,16521.0,37.2669471721,127.0601160394,영업/정상,영업,,29.24,205261.272246553,418334.207159964,,상수도전용,N,29.24,치킨
3750000-101-2023-00155,훌리치킨(장안문점),20231006,경기도 수원시 장안구 정조로 915 (영화동),경기도 수원시 장안구 영화동 327-3 서울당구장,16270.0,37.2894077238,127.0134930972,영업/정상,영업,031-248-9282,46.94,201124.887586655,420823.326850062,,상수도전용,N,46.94,치킨
5610000-101-1997-00279,훼밀리,19971124,경기도 수원시 영통구 매여울로40번길 17 (매탄동),경기도 수원시 영통구 매탄동 196-7,16524.0,37.2721402915,127.0460770482,영업/정상,영업,031-232-9150,38.18,204015.46452716,418913.482128813,,,N,38.18,치킨
3760000-101-2017-00016,휴,20170126,"경기도 수원시 권선구 칠보로241번길 19, 1층 (호매실동)",경기도 수원시 권선구 호매실동 80-3 1층,16395.0,37.2695727594,126.958512542,영업/정상,영업,,91.90,196248.477982387,418623.218431104,기타,상수도전용,N,91.9,치킨
3760000-101-2016-00067,휴,20160330,"경기도 수원시 권선구 권선로640번길 35, 1층 (권선동)",경기도 수원시 권선구 권선동 984-2 1층,16564.0,37.2589875471,127.0205679293,영업/정상,영업,031-232-9682,49.00,201753.782733635,417450.35537624,기타,상수도전용,N,49.0,치킨
3750000-101-2016-00089,희래원,20160524,경기도 수원시 장안구 파장로76번길 23 (파장동),경기도 수원시 장안구 파장동 579-27,16349.0,37.3070891854,126.993259103,영업/정상,영업,031-269-5319,95.70,199327.644955339,422785.21204675,,,N,95.7,치킨
3760000-101-2013-00083,희망초이스(2호점),20130531,경기도 수원시 권선구 정조로 524 (세류동),경기도 수원시 권선구 세류동 537,16588.0,37.2559582138,127.0115882566,영업/정상,영업,031-238-0805,44.80,200957.554090392,417113.138114021,주택가주변,상수도전용,N,44.8,치킨
3750000-101-2016-00140,히닭발,20160824,경기도 수원시 장안구 율전로98번길 18-4 (율전동),경기도 수원시 장안구 율전동 400-7,16362.0,37.2978632471,126.9695476826,영업/정상,영업,031-227-8875,44.20,197228.932605551,421765.7727591,,,N,44.2,치킨
3760000-101-2019-00190,400℃ 화덕피자화덕샌드위치,20190716,"경기도 수원시 권선구 금곡로 219, 리더스 빌딩 106호 (금곡동)",경기도 수원시 권선구 금곡동 1114-1 리더스 빌딩 106호,16391.0,37.2749967759,126.9540746531,영업/정상,영업,031-297-7553,65.86,195858.153517145,419228.576806355,,상수도전용,N,65.86,피자
3760000-101-2010-00186,59쌀피자,20100811,"경기도 수원시 권선구 당진로31번길 7-4, 101호 (당수동)",경기도 수원시 권선구 당수동 261-7 101호,16376.0,37.2916874024,126.9399078855,영업/정상,영업,031-408-5954,30.03,194596.598789875,421080.877218246,주택가주변,상수도전용,N,30.03,피자
5610000-101-2019-00085,59쌀피자 매탄3동점,20190325,"경기도 수원시 영통구 매탄로79번길 6-2, 1층 (매탄동)",경기도 수원시 영통구 매탄동 1270-5 1층,16546.0,37.2582885668,127.0421004107,영업/정상,영업,031-215-5982,24.42,203662.945283419,417373.374134022,,,N,24.42,피자
3750000-101-2016-00175,7번가피자(정자점),20161028,"경기도 수원시 장안구 대평로90번길 46, 103,104호 (정자동, 선일프라자)","경기도 수원시 장안구 정자동 874-1 103,104호",16334.0,37.2969120911,126.9952680384,영업/정상,영업,031-269-7767,44.59,199518.815376212,421665.009229323,,,N,44.59,피자
3750000-101-2003-00002,강스피자(since 2000),20030107,"경기도 수원시 장안구 경수대로1007번길 10, 101호 (송죽동, 코너스톤빌)",경기도 수원시 장안구 송죽동 440-7 코너스톤빌 101호,16300.0,37.3058511104,127.0009971016,영업/정상,영업,031-258-8455,38.49,200018.185865311,422651.487618503,,상수도전용,N,38.49,피자
3750000-101-2022-00081,꽃을피자(수원장안점),20220517,"경기도 수원시 장안구 수성로262번길 25-5, 1층 (영화동)",경기도 수원시 장안구 영화동 396-5 대흥공판장,16274.0,37.289225991,127.0023027804,영업/정상,영업,031-242-1781,28.56,200134.865393576,420805.322756095,,상수도전용,N,28.56,피자
3760000-101-2017-00196,꾸버스피자,20170912,"경기도 수원시 권선구 금호로 73-4, 1층 101호 (금곡동)",경기도 수원시 권선구 금곡동 1138-1 101호,16393.0,37.2709728084,126.9591454182,영업/정상,영업,,55.00,196303.579779393,418780.440538749,기타,상수도전용,N,55.0,피자
3750000-101-2020-00074,네오피자,20200528,"경기도 수원시 장안구 대평로52번길 84, 1층 102호 (정자동)",경기도 수원시 장안구 정자동 29-9,16315.0,37.2950429148,126.9987330042,영업/정상,영업,,59.49,199816.001205366,421448.933299886,,상수도전용,N,59.49,피자
3770000-101-2025-00098,노모어피자 수원역점,20250414,"경기도 수원시 팔달구 향교로 14-1, 2층,3층 (매산로1가)",경기도 수원시 팔달구 매산로1가 39-11,16455.0,37.2679102388,127.0028153011,영업/정상,영업,,98.23,200179.707413256,418440.091498661,,,N,98.23,피자
3750000-101-2023-00048,노모어피자 수원정자천천점,20230316,"경기도 수원시 장안구 만석로19번길 11-7, 107호 (천천동)",경기도 수원시 장안구 천천동 528-3 대일,16329.0,37.2954908592,126.9834194504,영업/정상,영업,031-546-0410,44.40,198458.585335619,421501.429212764,,상수도전용,N,44.4,피자
5610000-101-2025-00275,노모어피자 영통점,20250822,"경기도 수원시 영통구 청명남로 21, 아셈프라자 1층 105호 (영통동)",경기도 수원시 영통구 영통동 998-6 아셈프라자 1층 105호,16704.0,37.2520364395,127.0744671581,영업/정상,영업,,55.38,206534.697014217,416684.939051615,,상수도전용,N,55.38,피자
3760000-101-2025-00312,노모어피자 호매실점,20251029,"경기도 수원시 권선구 금곡로102번길 37, 102호 (금곡동)",경기도 수원시 권선구 금곡동 1086-1,16388.0,37.272514786,126.9417982281,영업/정상,영업,,57.33,194766.64349378,418952.748956612,,,N,57.33,피자
5610000-101-2021-00066,도미노피자 광교점,20210223,"경기도 수원시 영통구 센트럴타운로 92, 대림프라자 1층 106,107호 (이의동)",경기도 수원시 영통구 이의동 1325-6,16505.0,37.2917738893,127.0511376183,영업/정상,영업,031-217-3090,101.68,204464.314397018,421090.755848519,,상수도전용,N,101.68,피자
5610000-101-2021-00237,도미노피자 신영통점,20210706,"경기도 수원시 영통구 영통로112번길 30, 나눔빌딩 1층 일부호 (망포동)",경기도 수원시 영통구 망포동 540-5 나눔빌딩,16692.0,37.2392342133,127.0566242572,영업/정상,영업,,105.98,204965.569171141,415259.013022588,,,N,105.98,피자
3750000-101-2026-00003,도우하우피자 북수원점,20260106,"경기도 수원시 장안구 장안로 109, 1층 일부호 (정자동)",경기도 수원시 장안구 정자동 41-9,16314.0,37.2937259225,127.0006371875,영업/정상,영업,,31.83,199984.815235277,421304.473592624,,상수도전용,N,31.83,피자
3760000-101-2025-00293,뚱땡이피자,20251016,"경기도 수원시 권선구 매송고색로691번길 9, 상가동 102호 (고색동, 고색2차태산아파트)",경기도 수원시 권선구 고색동 887-56 고색2차태산아파트,16625.0,37.251236741,126.9802599897,영업/정상,영업,,56.80,198160.348116407,416642.62484134,,상수도전용,N,56.8,피자
3770000-101-2023-00230,르블루피자 매교점,20230629,"경기도 수원시 팔달구 효원로93번길 33, 힐스테이트푸르지오 상가1동 1층 106-2호 (매교동)",경기도 수원시 팔달구 매교동 287-110,16464.0,37.2684631261,127.0100299964,영업/정상,영업,,38.00,201012.391062735,418409.370803645,,상수도전용,N,38.0,피자
3750000-101-2019-00156,르블루피자(북수원점),20191015,"경기도 수원시 장안구 경수대로 931, 1층 (송죽동)",경기도 수원시 장안구 송죽동 499-5,16305.0,37.3018431857,127.0082338193,영업/정상,영업,031-243-2370,76.22,200657.554655119,422204.021476681,,상수도전용,N,76.22,피자
3760000-101-2023-00266,맘스피자 수원당수점,20230726,"경기도 수원시 권선구 당진로15번길 1, 1층 101일부호 (당수동)",경기도 수원시 권선구 당수동 236-10,16376.0,37.2905076943,126.9401422688,영업/정상,영업,,82.89,194622.66031109,420950.731032202,,상수도전용,N,82.89,피자
3770000-101-2025-00203,맘스피자 수원매교역점,20250801,"경기도 수원시 팔달구 정조로 697, 1층 104,105호 (매교동)",경기도 수원시 팔달구 매교동 138-4,16467.0,37.2706839822,127.0174484506,영업/정상,영업,,64.75,201480.553172818,418758.146763778,,,N,64.75,피자
3760000-101-2019-00200,매드피자 권선점,20190719,"경기도 수원시 권선구 세권로221번길 1, 1층 (권선동)",경기도 수원시 권선구 권선동 1043-8,16568.0,37.2548005078,127.0284091567,영업/정상,영업,,52.03,202449.242520589,416987.322674872,,상수도전용,N,52.03,피자
